-0.311,-0.532,-0.347,-0.372,-0.511,-0.409,0.346,-0.515,-0.436,0.03,-0.604,-0.468,-0.352,-1.227,-0.06,0.336,-0.569,-0.439,0.329,-1.933,-0.016,-0.376,-0.796,-0.003
-0.331,-0.542,-0.399,-0.291,-0.534,-0.38,0.293,-0.522,-0.433,-0.038,-0.535,-0.455,-0.347,-1.241,-0.031,0.369,-0.557,-0.429,0.294,-1.959,-0.048,-0.349,-0.722,-0.032
-0.309,-0.547,-0.349,-0.284,-0.616,-0.447,0.324,-0.57,-0.486,-0.2,-0.528,-0.466,-0.301,-1.094,-0.001,0.299,-0.574,-0.475,0.297,-1.975,-0.084,-0.347,-0.698,-0.039
-0.332,-0.583,-0.357,-0.35,-0.57,-0.472,0.374,-0.533,-0.473,-0.334,-0.615,-0.474,-0.373,-1.118,-0.001,0.349,-0.682,-0.479,0.371,-1.995,-0.082,-0.353,-0.533,-0.052
-0.335,-0.527,-0.379,-0.318,-0.58,-0.421,0.379,-0.525,-0.499,-0.359,-0.616,-0.428,-0.368,-1.024,-0.015,0.319,-0.679,-0.466,0.35,-1.902,-0.091,-0.373,-0.633,-0.017
-0.324,-0.515,-0.419,-0.366,-0.542,-0.499,0.367,-0.569,-0.483,-0.348,-0.637,-0.441,-0.373,-1.184,-0.025,0.35,-0.618,-0.439,0.32,-1.899,-0.057,-0.36,-0.624,-0.039
-0.344,-0.572,-0.344,-0.338,-0.537,-0.469,0.259,-0.581,-0.448,-0.316,-0.706,-0.484,-0.351,-1.22,-0.057,0.282,-0.658,-0.454,0.371,-1.882,-0.082,-0.277,-0.783,-0.062
-0.304,-0.536,-0.407,-0.316,-0.518,-0.489,0.304,-0.615,-0.413,-0.22,-0.69,-0.482,-0.353,-1.156,-0.036,0.308,-0.579,-0.457,0.341,-1.969,-0.057,-0.31,-0.798,-0.002
-0.263,-0.6,-0.331,-0.315,-0.531,-0.395,0.31,-0.54,-0.441,-0.209,-0.632,-0.417,-0.36,-1.003,-0.048,0.341,-0.557,-0.476,0.317,-1.895,-0.154,-0.377,-0.942,-0.007
-0.284,-0.534,-0.302,-0.365,-0.557,-0.423,0.373,-0.54,-0.414,-0.212,-0.591,-0.432,-0.342,-1.078,-0.026,0.329,-0.547,-0.492,0.362,-1.919,-0.125,-0.379,-0.846,-0.013
-0.264,-0.516,-0.313,-0.374,-0.685,-0.47,0.357,-0.53,-0.445,-0.187,-0.519,-0.447,-0.209,-1.028,-0.014,0.305,-0.609,-0.474,0.371,-1.954,-0.11,-0.344,-0.688,-0.028
-0.288,-0.545,-0.369,-0.367,-0.575,-0.427,0.369,-0.539,-0.415,-0.148,-0.548,-0.495,-0.097,-0.916,-0.005,0.315,-0.637,-0.413,0.377,-1.889,-0.046,-0.338,-0.52,-0.11
-0.367,-0.595,-0.346,-0.337,-0.533,-0.417,0.368,-0.574,-0.429,-0.1,-0.581,-0.474,0.002,-0.921,-0.017,0.355,-0.85,-0.496,0.357,-1.951,-0.02,-0.373,-0.535,-0.15
-0.325,-0.554,-0.315,-0.29,-0.505,-0.466,0.374,-0.547,-0.365,-0.065,-0.61,-0.465,-0.048,-0.945,-0.226,0.303,-1.029,-0.414,0.351,-1.974,-0.021,-0.333,-0.515,-0.203
-0.284,-0.504,-0.367,-0.344,-0.555,-0.476,0.281,-0.594,-0.414,-0.032,-0.508,-0.492,-0.089,-0.865,-0.393,0.367,-1.17,-0.473,0.347,-1.949,-0.023,-0.377,-0.521,-0.288
-0.339,-0.605,-0.324,-0.372,-0.572,-0.476,0.177,-0.612,-0.399,-0.035,-0.576,-0.44,-0.078,-0.822,-0.469,0.379,-1.298,-0.459,0.365,-1.967,-0.09,-0.319,-0.554,-0.232
-0.338,-0.564,-0.35,-0.374,-0.536,-0.467,0.103,-0.694,-0.422,-0.054,-0.558,-0.49,-0.038,-0.685,-0.497,0.373,-1.375,-0.415,0.37,-1.904,-0.11,-0.299,-0.501,-0.196
-0.316,-0.614,-0.406,-0.318,-0.531,-0.493,-0.06,-0.661,-0.47,0.057,-0.511,-0.478,-0.037,-0.64,-0.454,0.378,-1.594,-0.412,0.343,-1.933,-0.072,-0.366,-0.708,-0.094
